"";"we.ep";"we.eBH";"wi.ep";"wi.eBH";"rab.all";"rab.win.With_mint";"rab.win.Without_mint";"diff.btw";"diff.win";"effect";"effect.low";"effect.high";"overlap"
"Otu0107";0,530502398308622;0,961050013502403;0,613341346153846;0,981220112279403;1,46070719558383;2,30421401877194;0,762663068216113;-0,943658480393403;5,3078420796553;-0,145190702239752;-4,71611409836684;3,3600793493738;0,425347227016802
"Otu0108";0,563180662115698;0,960477033020394;0,610046662895928;0,978245035553515;0,693961561702487;1,09027376578443;0,23432266325438;-0,473944501727233;4,47896561057066;-0,083638448936943;-4,29984602280847;3,32286086760283;0,458333335968019
"Otu0110";0,412728978343265;0,945238778465496;0,405217599496092;0,956784278785209;0,702703588173168;1,49127652868096;-0,0608519548286059;-1,3199570709511;4,26244202552403;-0,283933542907891;-5,02287569890101;2,9974633707474;0,359930625312813
"Otu0111";0,549462244803861;0,960564796131735;0,558323799362402;0,975822966465694;0,85438823742322;0,673458411981255;1,0996490115351;0,506936701497314;4,01253214845187;0,103384542664862;-3,69307316429086;4,78672663455702;0,441840281479913
"Otu0112";0,0442539867483012;0,898018584033323;0,0411859509975319;0,868240611787797;3,95829834494511;1,88840985563681;4,60771850217114;2,55812991691301;3,37219232943959;0,672387874802377;-1,66742904894512;9,43381463329921;0,197916696539633
"Otu0113";0,54076114655647;0,960780886667376;0,572250520619087;0,974755565526294;1,30421333867553;1,53771438517929;1,08926230722506;-0,809863445545431;4,30887238139383;-0,15036215308994;-4,56666027630468;3,97837605520543;0,422376414352833
"Otu0114";0,551115510758748;0,962556026454021;0,597314151840806;0,979239464945332;0,797818420991795;1,24365321928384;0,316056744350618;-0,754350415763573;4,87770884860012;-0,135513475754423;-4,37088125196561;3,53805885685661;0,425845624874293
"Otu0115";0,388421396505739;0,947151287001964;0,358165203362814;0,961228396306286;0,989141435165451;2,21591224437124;0,186957215339314;-1,70955223617441;5,21182890208675;-0,310423199469156;-6,04927740054176;2,84645457546323;0,341145844428221
"Otu0116";0,545008763440664;0,962322055839908;0,565150979535171;0,976786312920748;0,0166333861590067;-0,209979540787111;0,290121646492089;0,37703371909075;4,49847479102427;0,0626085175786034;-3,82182132282089;3,95282668730134;0,466608848589908
"Otu0119";0,532364996483254;0,958273565342421;0,590247551162073;0,976844901987097;0,382970594658761;0,468577329078974;0,305937076505895;-0,148184303269941;4,02728398096645;-0,0268542218600011;-4,29200483659882;4,02960485973092;0,485689506535249
"Otu0120";0,51416778069808;0,954873591413289;0,536400915261209;0,968469837554621;-0,103550889617051;-0,417448298858041;0,230100828755431;0,76458604032447;4,68194391664697;0,149917652801486;-3,09737269637422;4,99518947116432;0,423611116022462
"Otu0121";0,457735961363316;0,954097912530107;0,500108140939942;0,968543866702087;0,17214368597682;-0,34910439579311;0,591055595027937;0,862916469518368;4,10066767652866;0,173435173792074;-3,46511282108315;4,64821063626457;0,411101480169037
"Otu0122";0,214832857974941;0,927578953887329;0,213385373817359;0,947283720553384;2,88258303894712;3,79547259793295;0,83580460726757;-2,0195285497834;4,54041519171324;-0,413439369129162;-7,01069713208708;2,61794283436702;0,302688652984495
"Otu0123";0,389383239169372;0,947163922636779;0,349781950586179;0,960357210374575;1,60417310804938;2,7837835431035;0,680680750352169;-1,698221993083;5,03963678596606;-0,306665385205295;-4,79712098609731;2,70486238584926;0,34722223280357
"Otu0124";0,464141697857045;0,953101879083;0,434666643099548;0,964778554806626;1,13590565331149;1,8976075961567;0,514403086507271;-1,49083844719709;4,89698167718237;-0,276905091372989;-4,29223913564827;3,43935046877437;0,377604174842214
"Otu0125";0,525307021254604;0,958969666872326;0,576464321524064;0,974666530239468;-0,0713264931793436;-0,241426659519317;0,110961146680312;0,290217999829119;4,67379976285728;0,0572869081286231;-3,32778659429275;3,69148717119336;0,475281874927047
"Otu0127";0,350875818316612;0,933796326226802;0,304458684697655;0,936281716774066;0,456397379889803;1,48523745465219;-0,29259278319832;-1,73391126654423;4,18873728424736;-0,35294631814481;-5,41649858181666;2,99233732542937;0,316565494639798
"Otu0128";0,556850026999005;0,96379247699297;0,585772155234471;0,978724350043169;-0,444255665809695;-0,338876015250131;-0,529241143633157;-0,102549116739836;5,10127604066852;-0,018248857418134;-3,94210207494089;4,05941300535841;0,492187500490693
"Otu0130";0,511946017443354;0,960043732789912;0,541672986939531;0,973579978325754;0,012096119803938;-0,213850000680067;0,229438527556449;0,147363613627238;4,46261028874886;0,0285860427756094;-3,99026311250988;3,94587251004817;0,486979167484844
